ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Month,Year,Month_Year,Age,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Segment
850,1968,Graduation,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,10,2013,2013-10,46,22,757,5,4,4,54,champions
4713,1979,PhD,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,11,2012,2012-11,35,9,125,5,2,2,52,potential_loyalists
675,1973,Master,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,5,2013,2013-05,41,16,332,2,3,3,23,at_risk
5025,1979,Graduation,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,12,2013,2013-12,35,8,135,4,2,2,42,potential_loyalists
2308,1954,Graduation,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,11,2012,2012-11,60,14,330,4,3,3,43,potential_loyalists
5995,1962,Graduation,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,12,2012,2012-12,52,20,384,3,4,3,34,loyal_customers
6749,1966,Graduation,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,8,2012,2012-08,48,18,1722,2,4,5,24,at_risk
1010,1977,Graduation,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,4,2014,2014-04,37,7,78,1,2,2,12,hibernating
8977,1985,Basic,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,1,2013,2013-01,29,4,24,3,1,1,31,about_to_sleep
4756,1952,2n Cycle,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,12,2013,2013-12,62,25,1168,3,5,4,35,loyal_customers
3412,1951,Master,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,1,2013,2013-01,63,17,957,2,3,4,23,at_risk
606,1967,Graduation,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,10,2013,2013-10,47,4,15,1,1,1,11,hibernating
5961,1978,Graduation,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,6,2014,2014-06,36,5,57,4,1,2,41,promising
2975,1976,Graduation,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,11,2012,2012-11,38,24,1956,1,5,5,15,cant_loose
2894,1985,Graduation,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,10,2013,2013-10,29,21,2013,2,4,5,24,at_risk
7613,1974,2n Cycle,49669.0,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,5,2014,2014-05,40,14,326,1,3,3,13,at_risk
10542,1968,PhD,36778.0,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,8,2012,2012-08,46,9,77,2,2,2,22,hibernating
8015,1962,PhD,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,5,2013,2013-05,52,20,1313,1,4,5,14,at_risk
10617,1989,Master,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,5,2014,2014-05,25,8,30,4,2,1,42,potential_loyalists
11166,1961,Graduation,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,2,2013,2013-02,53,14,315,1,3,3,13,at_risk
849,1953,Master,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,6,2013,2013-06,61,22,660,2,4,4,24,at_risk
523,1989,Graduation,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,1,2013,2013-01,25,7,74,3,2,2,32,about_to_sleep
4066,1978,2n Cycle,21282.0,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,5,2014,2014-05,36,7,46,2,2,1,22,hibernating
8414,1962,PhD,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,8,2013,2013-08,52,8,86,2,2,2,22,hibernating
819,1945,Graduation,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,11,2013,2013-11,69,25,1103,1,5,4,15,cant_loose
4961,1974,Master,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,1,2014,2014-01,40,11,61,3,2,2,32,about_to_sleep
749,1981,Graduation,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,11,2013,2013-11,33,9,145,4,2,2,42,potential_loyalists
7755,1954,PhD,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,11,2013,2013-11,60,16,411,1,3,3,13,at_risk
10525,1986,Graduation,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,10,2012,2012-10,28,4,27,4,1,1,41,promising
1453,1943,PhD,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,7,2013,2013-07,71,27,1060,3,5,4,35,loyal_customers
8310,1964,Graduation,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,8,2012,2012-08,50,24,1459,1,5,5,15,cant_loose
10710,1979,Graduation,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,8,2012,2012-08,35,4,18,2,1,1,21,hibernating
5031,1974,Graduation,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,9,2012,2012-09,40,26,1833,5,5,5,55,champions
2613,1960,Master,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,4,2014,2014-04,54,12,237,5,3,3,53,potential_loyalists
213,1963,PhD,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,5,2014,2014-05,51,10,48,1,2,1,12,hibernating
967,1976,Graduation,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,7,2013,2013-07,38,26,515,5,5,3,55,champions
1077,1974,Graduation,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,12,2012,2012-12,40,15,1020,3,3,4,33,need_attention
7959,1961,Graduation,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,5,2014,2014-05,53,11,1370,5,2,5,52,potential_loyalists
640,1951,Graduation,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,3,2013,2013-03,63,25,1026,2,5,4,25,cant_loose
4252,1965,Graduation,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,3,2014,2014-03,49,12,301,2,3,3,23,at_risk
6218,1965,Graduation,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,10,2012,2012-10,49,17,499,2,3,3,23,at_risk
6905,1994,Graduation,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,8,2012,2012-08,20,21,1004,3,4,4,34,loyal_customers
5922,1974,PhD,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,10,2013,2013-10,40,12,218,3,3,3,33,need_attention
3598,1972,Graduation,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,5,2013,2013-05,42,22,606,3,4,3,34,loyal_customers
6116,1968,2n Cycle,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,7,2013,2013-07,46,6,75,5,1,2,51,new_customers
6263,1968,Graduation,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,8,2012,2012-08,46,9,106,4,2,2,42,potential_loyalists
10486,1948,Graduation,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,5,2013,2013-05,66,17,990,3,3,4,33,need_attention
2410,1969,Graduation,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,1,2014,2014-01,45,16,1097,2,3,4,23,at_risk
193,1996,Basic,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,2,2014,2014-02,18,4,16,1,1,1,11,hibernating
3363,1974,2n Cycle,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,3,2014,2014-03,40,5,34,1,1,1,11,hibernating
8278,1990,PhD,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,8,2012,2012-08,24,16,1711,5,3,5,53,potential_loyalists
10660,1957,Master,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,1,2014,2014-01,57,17,438,2,3,3,23,at_risk
8686,1979,Basic,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,1,2013,2013-01,35,7,75,2,2,2,22,hibernating
1604,1960,Master,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,11,2013,2013-11,54,13,225,1,3,3,13,at_risk
5907,1952,Master,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,11,2012,2012-11,62,4,18,4,1,1,41,promising
10669,1981,Graduation,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,5,2013,2013-05,33,17,470,5,3,3,53,potential_loyalists
2918,1981,Graduation,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,4,2013,2013-04,33,9,91,2,2,2,22,hibernating
5735,1991,Master,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,2,2014,2014-02,23,18,2525,4,4,5,44,loyal_customers
359,1950,Graduation,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,1,2013,2013-01,64,19,504,4,4,3,44,loyal_customers
8387,1957,Graduation,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,1,2013,2013-01,57,11,235,2,2,3,22,hibernating
1829,1961,PhD,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,1,2013,2013-01,53,21,1232,3,4,5,34,loyal_customers
3839,1958,Basic,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,5,2013,2013-05,56,12,88,2,3,2,23,at_risk
9392,1971,Graduation,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,5,2014,2014-05,43,4,17,5,1,1,51,new_customers
2292,1985,Graduation,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,8,2013,2013-08,29,5,24,1,1,1,11,hibernating
10466,1965,Graduation,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,8,2013,2013-08,49,7,60,1,2,2,12,hibernating
9855,1952,PhD,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,8,2013,2013-08,62,26,1020,4,5,4,45,loyal_customers
4088,1962,PhD,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,12,2012,2012-12,52,10,155,4,2,2,42,potential_loyalists
5231,1974,2n Cycle,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,2,2014,2014-02,40,5,51,5,1,1,51,new_customers
590,1970,Master,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,12,2012,2012-12,44,16,1812,4,3,5,43,potential_loyalists
8732,1969,Master,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,11,2012,2012-11,45,25,1461,1,5,5,15,cant_loose
2315,1960,Graduation,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,4,2014,2014-04,54,6,96,3,1,2,31,about_to_sleep
3515,1952,Graduation,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,2,2014,2014-02,62,9,160,1,2,2,12,hibernating
2245,1969,Master,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,4,2013,2013-04,45,10,139,3,2,2,32,about_to_sleep
6283,1968,Master,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,4,2013,2013-04,46,22,908,2,4,4,24,at_risk
2246,1965,2n Cycle,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,9,2013,2013-09,49,8,183,1,2,2,12,hibernating
6606,1969,Master,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,3,2013,2013-03,45,19,1161,5,4,4,54,champions
5545,1972,PhD,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,4,2014,2014-04,42,14,988,2,3,4,23,at_risk
7342,1961,2n Cycle,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,9,2012,2012-09,53,27,1072,5,5,4,55,champions
9500,1959,Graduation,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,1,2013,2013-01,55,22,758,2,4,4,24,at_risk
3602,1958,Master,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,12,2013,2013-12,56,11,195,3,2,2,32,about_to_sleep
234,1979,Graduation,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,10,2012,2012-10,35,6,31,2,1,1,21,hibernating
2995,1957,Master,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,8,2013,2013-08,57,17,1084,2,3,4,23,at_risk
1118,1956,Master,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,2,2013,2013-02,58,22,685,1,4,4,14,at_risk
7789,1965,PhD,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,11,2013,2013-11,49,26,1672,1,5,5,15,cant_loose
3068,1990,Graduation,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,10,2013,2013-10,24,6,43,5,1,1,51,new_customers
8955,1957,PhD,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,2,2014,2014-02,57,5,49,3,1,1,31,about_to_sleep
945,1965,Graduation,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,5,2013,2013-05,49,9,133,3,2,2,32,about_to_sleep
5644,1957,Graduation,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,10,2013,2013-10,57,15,363,1,3,3,13,at_risk
7192,1955,Graduation,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,4,2013,2013-04,59,18,545,3,4,3,34,loyal_customers
2324,1972,Graduation,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,10,2013,2013-10,42,31,1065,5,5,4,55,champions
697,1969,Graduation,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,3,2013,2013-03,45,21,2047,2,4,5,24,at_risk
3439,1972,Graduation,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,10,2012,2012-10,42,15,296,2,3,3,23,at_risk
1506,1975,Graduation,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,6,2013,2013-06,39,11,140,4,2,2,42,potential_loyalists
232,1965,Graduation,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,7,2013,2013-07,49,17,530,5,3,3,53,potential_loyalists
8876,1963,PhD,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,8,2012,2012-08,51,13,152,3,3,2,33,need_attention
4500,1991,PhD,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,10,2013,2013-10,23,24,1598,3,5,5,35,loyal_customers
9739,1963,Graduation,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,1,2013,2013-01,51,8,114,3,2,2,32,about_to_sleep
10395,1986,Basic,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,8,2012,2012-08,28,10,101,4,2,2,42,potential_loyalists
1176,1973,Graduation,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,9,2013,2013-09,41,4,25,3,1,1,31,about_to_sleep
1627,1957,2n Cycle,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,1,2013,2013-01,57,22,789,1,4,4,14,at_risk
938,1981,Graduation,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,7,2013,2013-07,33,7,87,4,2,2,42,potential_loyalists
2740,1958,PhD,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,9,2013,2013-09,56,11,90,1,2,2,12,hibernating
257,1959,PhD,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,4,2013,2013-04,55,20,1215,2,4,5,24,at_risk
4058,1955,PhD,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,10,2013,2013-10,59,22,811,2,4,4,24,at_risk
7736,1986,Graduation,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,10,2012,2012-10,28,7,61,4,2,2,42,potential_loyalists
8210,1975,Master,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,8,2013,2013-08,39,18,405,2,4,3,24,at_risk
833,1955,Master,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,3,2014,2014-03,59,9,72,2,2,2,22,hibernating
6230,1971,Graduation,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,2,2013,2013-02,43,14,189,3,3,2,33,need_attention
7325,1986,PhD,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,6,2013,2013-06,28,5,40,1,1,1,11,hibernating
1307,1978,Graduation,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,2,2014,2014-02,36,10,63,5,2,2,52,potential_loyalists
1502,1983,Graduation,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,3,2013,2013-03,31,7,52,2,2,1,22,hibernating
6211,1976,PhD,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,5,2014,2014-05,38,5,39,3,1,1,31,about_to_sleep
843,1971,Graduation,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,5,2014,2014-05,43,25,805,3,5,4,35,loyal_customers
4174,1956,Master,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,4,2014,2014-04,58,8,130,1,2,2,12,hibernating
9757,1972,Graduation,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,10,2013,2013-10,42,24,1631,1,5,5,15,cant_loose
6918,1989,Graduation,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,7,2013,2013-07,25,5,34,3,1,1,31,about_to_sleep
286,1952,Graduation,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,11,2013,2013-11,62,12,152,3,3,2,33,need_attention
11086,1984,Basic,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,1,2014,2014-01,30,5,21,5,1,1,51,new_customers
1921,1967,PhD,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,10,2013,2013-10,47,7,71,2,2,2,22,hibernating
4138,1962,Graduation,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,5,2014,2014-05,52,23,899,2,5,4,25,cant_loose
7718,1947,Master,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,4,2014,2014-04,67,10,711,4,2,4,42,potential_loyalists
1291,1978,PhD,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,8,2012,2012-08,36,16,351,1,3,3,13,at_risk
6862,1971,Graduation,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,5,2014,2014-05,43,15,8,2,3,1,23,at_risk
4136,1992,Basic,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,12,2012,2012-12,22,11,119,2,2,2,22,hibernating
803,1968,Graduation,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,4,2013,2013-04,46,4,21,1,1,1,11,hibernating
4298,1973,PhD,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,3,2014,2014-03,41,4,10,2,1,1,21,hibernating
10833,1975,Graduation,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,5,2014,2014-05,39,27,973,3,5,4,35,loyal_customers
9606,1965,PhD,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,8,2013,2013-08,49,13,1536,2,3,5,23,at_risk
8534,1952,Graduation,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,7,2013,2013-07,62,28,992,3,5,4,35,loyal_customers
5153,1967,PhD,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,2,2013,2013-02,47,34,1529,1,5,5,15,cant_loose
961,1972,Graduation,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,9,2013,2013-09,42,17,860,1,3,4,13,at_risk
5011,1963,Graduation,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,10,2013,2013-10,51,23,928,3,5,4,35,loyal_customers
6653,1970,PhD,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,7,2012,2012-07,44,18,418,2,4,3,24,at_risk
9094,1955,2n Cycle,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,8,2012,2012-08,59,16,587,4,3,3,43,potential_loyalists
810,1975,Graduation,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,5,2014,2014-05,39,19,641,3,4,4,34,loyal_customers
5493,1976,Graduation,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,3,2014,2014-03,38,4,23,4,1,1,41,promising
2147,1969,Graduation,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,8,2013,2013-08,45,23,2279,1,5,5,15,cant_loose
5107,1973,PhD,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,5,2014,2014-05,41,6,49,4,1,1,41,promising
3979,1983,PhD,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,5,2013,2013-05,31,17,1779,1,3,5,13,at_risk
6049,1982,Master,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,12,2013,2013-12,32,27,1804,1,5,5,15,cant_loose
8147,1960,Graduation,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,7,2013,2013-07,54,8,48,4,2,1,42,potential_loyalists
1857,1952,Graduation,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,3,2014,2014-03,62,7,83,5,2,2,52,potential_loyalists
3910,1975,Graduation,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,10,2013,2013-10,39,17,1862,2,3,5,23,at_risk
5207,1963,PhD,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,9,2012,2012-09,51,29,793,3,5,4,35,loyal_customers
11114,1970,Graduation,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,2,2013,2013-02,44,9,84,1,2,2,12,hibernating
